English	Английська
507109845	Перейдемо до справи.
10096625	Цього Уейна краще б витягнути.
1132022842	Не можу повірити, що вона втягнула мене в це.
627638010	Гадаю, я більше ніколи не працюватиму на ДеВітта.
189930149	Я не дуже схвалюю рабство.
495580398	Краще не відставати.
898476923	Дотримуйтесь плану.
1875292781	Жодних помилок зараз.
1742175302	Все або нічого.
474668885	Не зіпсуйте все.
312657351	Давайте закриємо це.
2050034621	Звичайно. У мене гарний настрій.
635452075	Ось ми знову.
767019106	Слово за Купером.
1868312053	Краще дотримуйтесь плану.
2003507573	Зрозумів.
318065834	Прямую туди.
2091381647	Нумо приберемо це.
122322793	Геть з очей, геть з розуму.
1063663712	Не можу сказати, що мені це подобається.
1322436086	Не самий продуманий план.
244920588	Це погано закінчиться.
1350598312	Не подобається.
327982502	Перепрошую?
53457678	Категорично заперечую.
1625832902	відмовляюся.
1115160473	Це погана ідея.
1911831811	Ні, не так.
1997734296	Шлях заблоковано.
1282408597	Всередині біда.
920220359	Це було б нерозумно.
1885169536	Забагато компанії.
1368880829	Для цього мені потрібні мої інструменти.
1194508722	Заблоковано. Мені потрібні мої інструменти.
1621442666	Просто, якби я мав свої інструменти...
507965449	Це потребує трохи часу.
611789502	Це ще не готово.
1739218102	Всьому свого часу.
743199918	Здається, я закінчився.
1466592899	Мені потрібно поповнити запаси.
891806110	З нічого не виникає нічого.
408832323	Все розраховано.
92278461	Як і планувалося.
1751314002	Не проблема.
1505360830	Готово.
523620941	Гарно вийшло.
805450784	З мого боку готовий.
1047783190	Побачимося в пеклі.
136529701	Не сприймайте це особисто.
1688540636	Вони пішли.
1306489412	Корм для стерв'ятників.
923714967	Побудь тут деякий час.
624315767	Не хвилюйся, будеш жити.
815363028	Наче лікар прописав.
117057321	Наче чари.
1898338655	Можливо, доведеться змінити формулу.
450403292	Кажуть, сон - найкращі ліки.
1350167292	...!
1456445083	...! Більше роботи на потім!
952822456	...! Це виглядає недобре!
676905047	...
549406239	Поганий день для смерті...
207838739	...!
106545912	...Сучий син.
1182606899	...!
819539142	...!
406145121	...
120408397	...
15031501	...Хм, любителі.
1453264637	...Я запам'ятаю це.
772328580	...Це було непрофесійно.
2009660243	Це жарт?
1092982320	Хей!
1875591724	Я втрачаю терпіння.
598753243	Не можу відволіктися.
1437028776	Я щось чую?
461267854	Краще б це не була вона.
806810347	Ні Смішно.
2003459976	Щось тут дивне.
1982425537	Який у неї порядок денний?
983001212	Мене не обдуриш.
141185570	Справи дійсно пішли на спад.
738896807	Мені не подобається, куди це йде.
823429653	Можливо, пора піти.
1238361446	Чому я це роблю?
1508683628	Це за гроші. Завжди.
1594207477	Правильно. Зберігайте це професійно.
1896414020	Ніколи не залежай від інших.
328338569	Працюй завжди сам.
1858737381	Більше не зроблю такої помилки.
963134407	Добре повернутися.
2022306601	Вона сумувала за мною?
1415843763	Ніколи не залишайте справи незавершеними.
1609768915	...
62629112	Ми йдемо.
233187299	Давайте відійдемо від вас.
1604296276	...
895286241	Ось гарне місце.
185995499	Виглядає приблизно правильно.
1384002767	Тобі краще залишатися нерухомим.
665558363	Це займе хвилинку.
683175743	Ані писку.
336388820	...!
1334728580	...!
60835322	...!
1324968877	...
1744069298	...
1056104706	...
321329449	Кому потрібний укол?
1315433550	Працює дуже швидко.
795221390	Ти нічого не відчуєш.
948065023	...
327437081	...
1860530707	...
425573700	Це може зайняти деякий час.
1138668010	Вбивати було б швидше.
1468453713	Добре, сльозами це не закінчиться.
517304576	Ваша совість залишиться чистою.
997332774	...
1531700548	...
528822207	...
1181178230	Газ абсолютно безпечний.
420955164	Поводьтеся обережно.
653451977	У мене їх небагато.
460494900	Все або нічого.
792650785	Затримайте дихання.
1712864396	Обережно...
2011469625	У мене є кілька хитрощів.
1000381761	Готовий до дії.
1259373220	Це рятувало мене десятки разів.
1270503732	Викидаємо приманку.
1646349267	Це як рибалка.
1647521821	Хто хоче подивитись?
778535529	Як моль до полум'я.
1384617644	Ось вони.
1978687089	Гачок, волосінь і грузило.
1709662791	Хех-хе-хе
702441525	Це буде для них уроком.
2081980491	Треба було тримати руки при собі.
1640579543	Залишуться шрами.
533085221	Мені спочатку потрібно принести свою сумку.
1689184405	Я залишив це там.
323340786	Я краще поверну його швидше.
1686165360	Знову ціле.
1875895356	Все по порядку.
1498963882	Нічого не пошкоджено.
1071922293	Навіть не виклик.
602240561	Подбаймо про це...
724516068	Це займе лише хвилинку.
1405857102	Це буде внагоді.
24527301	Ось і ми.
1604046453	Я візьму це, дякую.
1126857593	У мене є те, що мені потрібно.
146560611	Я боюся, що я на межі.
161153333	Залиште на потім.
381127465	Моя спеціальність.
490100847	Ой, не промахнуся.
107939255	Стійкі руки.
1112657547	Одним хвилюванням менше.
842366710	Ніколи цього не бачив.
1631360743	Яблучко.
871683120	Залишився один. Краще порахуйте.
2079511031	У мене один.
1978961438	Я щойно закінчив кулі.
1201010609	Це був останній постріл.
629094946	Комусь потрібен лікар?
1046348731	У когось кровотеча?
744354088	Порізи? Переломи? Кульові поранення?
603792009	Дозволь мені подбати про це.
1890086166	Просто потребує дезінфекції.
251152333	Там все залатано.
727066523	Немає нічого простішого.
782222009	Перше, про що я дізнався на війні.
1183154629	Дай мені хвилинку.
2144476267	До біса!
1810706907	Занадто сильний...
2047068224	Сучий син...
1050098493	Натуральний наркотик, га?
1303092552	Ви, здається, надто любите їх.
1668977822	Візьму одну, дякую.
389425039	Запобіжник горить.
166892975	Розпалювання запобіжника.
1772065126	Давайте зробимо це швидко.
1768525774	Буде гучно.
862239024	Краще сховайся.
2094870572	Будьте готові.
427448288	Вам ніколи не буває достатньо.
171414401	Дозвольте мені це зберегти.
400939964	Прямо в банк.
675306451	Відходи не.
1249911229	Різна приманка, однакова здобич.
652662622	Давайте змінимо тактику.
1569869202	Я не люблю відпускати це.
300306984	У нас пожежа.
1417903217	Дуже гарно горить.
467872619	Ось і ми.
1411486888	Бій зігрітися.
302668280	Гасне світло.
652052523	Тут не може бути вогню.
1457420380	Gnh... Випустив.
1622118443	Блін. Випустив це.
1264814354	Так, де я був...
931083611	Як я вже казав.
401522522	Повернемося до поточної справи.
1858549859	Гаразд, час робити інвентаризацію.
221990714	Давайте подивимося, що ми тут залишили...
1378548511	Болиголов водяний. Судоми аж до дихальної недостатності. Гарний.
826734633	Беладона, класика часів Стародавнього Риму.
282245438	Змієкорінь білий. Боляче, повільно і стабільно.
584594638	Олеандр. Спочатку ваше серце прискорюється, потім сповільнюється, потім зупиняється.
965829499	Розарій горох. Досить невеликої дози...
171706901	До речі, я єдиний живий, хто може знати вміст цієї сумки.
1230028845	Тож... Який тобі, друже?
1789870355	Як готовий, то я в справі.
1706662279	Справжній азарт.
524890511	Не переживай за мене.
88413609	Давайте продовжимо, добре?
268180849	Нам чекати вічно?
1247780825	Гаразд, ходімо.
1219250903	Ось така думка.
2123319470	Я вся твоя, любчику
315687347	Шоу триває.
2072921681	Готова, коли треба, любий.
1383381796	Ці бурхливі захоплення...
963953661	Чим я можу тобі допомогти?
1858280251	Досить балакати.
1189424122	Моя увага прикута до тебе.
1156004235	Давайте завдамо їм клопоту!
997793787	О це моя публіка.
1805510014	Поки що все тихо.
15802788	Яке видовище!
336959792	Поки що давайте поводитися добре.
764824042	Поки що не потрібно створювати проблеми.
1601512113	Затишшя перед бурею.
1155245369	Як мінімум сукня гарна.
1182695174	Треба відвідати офіс.
1343011846	Отримаю акт і виїду.
1451782882	О боже. Все це для мене?
1890406092	Кейт Хіггінс? Я так не думаю.
1082223844	Ми розбили осине гніздо.
1299458567	Мушу попередити дядька.
1481153901	Поки смерть не розлучить нас.
1072916069	Так багато про квіти та шампанське.
1222769325	Нам давно пора вийти.
874441010	Ми ще не закінчили.
365062992	Покажемо цій компанії ДеВітт.
2114168605	Якби цей клятий поїзд ніколи не прибув...
208234677	Треба було переодягнути в щось тепліше.
318068535	Ми вдячні за вашу допомогу.
529234431	Тут холодно.
21936162	Це далеко і не далі.
971948112	Ми зупинимо це.
914844976	Корінь усіх наших проблем.
2057047496	Тьху... Так, я тут.
1729439451	Охх... Не так голосно.
2031986289	Це все розмито.
1775339868	Ох як моя голова болить.
1448751618	Що було в цій пляшці?
1977763561	Що вони від нас хочуть.
1531541859	У них тут суворі звичаї.
635430846	Непривітний народ.
1569495315	Мені не дуже подобається гостинність тут.
1210639349	Це просто варварство.
1903070920	Ми повинні навчити цих хлопців манерам.
54106666	У нас є час на прогулянку?
1853543106	Шкода, що ми тут по справам.
966809227	Новий Орлеан. Точно як у маминих історіях.
1156428242	Я вже люблю це місце.
1513200660	Цей дощ... Нагадує мені дім.
461790017	У нас призначена зустріч з Френком.
30484666	У компанії ДеВітт немає майбутнього.
1061901531	Давайте шукати можливість проскочити.
1747135662	Цього разу ми розворушили вулик.
1654554408	Ти справді хочеш це зробити?
1569558662	Просто...не треба, добре?
1034169539	Я хочу піти.
343043161	Це не обговорення.
508980979	Ми можемо йти?
512540043	Я не в настрої говорити.
1522725160	Посеред нічого.
1540876363	Я сумую за Колорадо.
530657547	Я просто хочу додому.
332021568	Я б убила за гарячу ванну.
1721307972	Подивіться на цей смітник.
532392291	Жарко, як в пеклі.
271880329	Давайте, містер Купер.
477595034	Цей особняк - це щось інше.
1516341980	Давайте не змушувати нашого господаря чекати.
1872820677	ДеВітт має смак, я йому це віддаю.
1458677229	У мене таке відчуття, що нас чекають.
843192870	Я піду за тобою, Джоне.
507827922	Ми закінчимо це разом.
61986203	Це місце має певний шарм.
1045937198	Так, куди?
1786105161	Не буду тримати це весь день.
917967702	Де ви їх хочете?
2104279513	Ага... Куди?
771759895	Не можу тримати це весь день.
182913030	Давай... Куди?
735059417	Швидко... Голова йде обертом.
1652511642	Феее... Думаю, мені стане погано.
358989489	Це дуже важко...
620512497	Проклята спека...
1587355319	...Так?
354237353	Ну це ж перебір.
229842641	Я мало що можу зробити.
407972274	Гаразд, Кейт. Думай.
2045930230	Трясця. Я маю вийти.
738078998	Зроблено за одну секунду.
977718653	Чарівна.
1851590714	Я прийду до цього.
1923201489	Залиште це мені.
1937383604	Хвилинку.
927052031	Буду на місці за секунду.
835132948	Мені подобається те, що я чую.
1385610568	Звучить не надто важко.
1481481790	Все або нічого.
1232449434	Дитяча гра.
1786948368	Легше за легке.
72285543	Так, так.
1685827545	Поки занавіс не опуститься.
1550537889	До кінця світу.
1019434027	Давайте подивимось.
864653061	Відчуваю, що з’являється план.
486486846	Давайте поглянемо навколо.
690771917	О, це буде весело.
1213147799	Тут не потрібно ховатися.
2056917337	Вільна як пташка.
846219655	О, подивіться на це!
138673515	Що там?
1387730204	О, це буде весело.
1246083113	Із задоволенням.
1670670330	Будьмо стриманими.
448905550	Звичайно, так.
392538742	Сподіватимось, що вони не помітять.
473128901	Ось і втекла наречена.
1487172680	Я проти цього союзу.
1320575169	Швидше, поки він не повернувся.
695357504	Не зважай на мене.
753557832	Дайте нареченій простір.
1865467636	Пропоную рухатись.
2029317063	Вихід зліва.
1737868768	З мене вже досить весіль.
1863119789	Йдемо тихо.
1236909571	Я кажу, добре позбутися.
1125565533	Давайте покинемо цю безладну вечірку.
1382403595	Це ще не кінець.
704377224	Це для дядька Яна.
1624123869	Вони мене не зупинять.
1179320911	Я вирішу це по-своєму.
147496177	Ми проти цілого світу.
197855356	Ось де це має значення.
1740505865	Я буду там.
291055982	Тримайся, Кеті.
1813541356	Буду негайно.
1971686413	Добре, дайте мені хвилинку.
1472391659	Не хвилюйся, я йду.
9638538	Не люблю клітки.
228490985	Перевернемо все.
113676065	Ці люди засвоють урок.
660726503	Вони зв'язалися не з тією дівчиною!
557558137	Їх чекає розплата!
376780566	Думаєш, вони вміють плавати?
1343138774	До справи.
2147421968	Де може бути ваш друг?
1882212706	Відчуваю себе детективом.
1265696742	Продовжуємо розслідування.
1707205628	Очі та вуха відкриті.
1229471021	Наступна зупинка, Пірс 9.
1728849205	У нього не буде шансів.
948972877	Я за тобою, Купер.
386026856	Не поспішаймо.
2126872838	Давайте візьмемо його разом.
1003485380	Якщо мені доведеться...
398890799	Раз...
1466311525	Досить з цього.
1987657234	Не штовхай мене.
1844302886	Тьху, давай просто підемо.
84275103	Давайте далі.
1109549760	Нічим допомогти...
1700132170	Ніяк не обійтися...
881975632	Добре...
1165586264	Треба рухатися далі.
1182038495	Мій мій мій.
1318065378	Давайте трохи насолодимося цим.
1315819429	Велика сцена чекає.
779994429	Давай попрацюємо з шармом.
1291065634	Пропустіть леді.
2142301115	Давайте не змушувати Френка чекати.
1391925987	Полювання розпочато.
402342032	Дозволь мені, Купер.
2074946168	Залиш це мені, Купер.
1623166882	Незабаром.
496270384	Як швидко це йде...
1325023632	якось доїду...
2110748125	Ти зрозуміла, Кеті...
798372414	Постійний клієнт...
1885273166	Ой, гаразд...
466958999	я впораюся...
1097499526	Я впораюся...
1107343615	Допоможете мені тут?
1377988221	Ти зможеш, Кеті...
1964511647	Звичайно.
1723954028	Добре...
1563554498	Ммм...
733202538	Давай...
2085273548	Мені це не подобається.
242197412	Це закінчиться кров'ю.
1593282978	Можливо, трохи оптимістично.
167370488	я можу спробувати...
2094519254	Будемо сподіватися, що він теж похмільний.
921800830	Моя голова каже "ні", але добре...
1710477248	Це погана ідея.
2037708763	Це погано закінчиться.
1010221245	Перепрошую?
432992996	Я повинен відмовитися.
879538203	Не зовсім, ні.
2090250482	Це не спрацює.
1955584394	Я не бачу як.
1508144170	Це безнадійно.
2079597850	Не може бути й мови.
707482112	До біса.
1425364315	Не можу, люба.
1641557646	Цього не станеться.
340475843	Це взагалі не спрацює.
1148573691	Ні, дякую.
1390804503	Давайте спробуємо щось інше.
679257712	Ні, вибач.
1827738306	Моя голова все ще трохи туманна.
1508247996	Я не думаю, що зараз зможу це зробити.
1485944239	Я так не думаю.
1865569410	Ніяк.
986703905	Не так, ні.
1850790560	Може є якийсь обхідний шлях?
57499880	Е-е... я не вмію обходити...
215288243	Тьху... Я думаю, шлях заблокований.
1318555555	Я бачу подвійний чи цей шлях заблоковано?
1302862243	Не можу цього зробити.
1031975555	Не можу туди пройти.
568432083	Це схоже на самогубство.
169385146	Забагато компанії.
546607681	Ми б накрутилися.
2022799657	Ми обидва знаємо, чим це закінчиться, тому ні.
1808611176	Я б краще подихав свіжим повітрям прямо зараз.
1461819240	Мені зараз не подобається компанія.
958568663	Всередині хтось є.
638190424	Звичайно, там небезпечно.
2015078312	Заблоковано.
2072014933	Не відкривається.
1252042839	Ні, заблоковано.
989858365	Заблоковано.
1617931077	Не відкривається.
15011755	Ні. Заблоковано.
688296262	Заблоковано.
1132645307	Не відкривається.
824250684	Ні, мені потрібно більше часу.
1207383684	Терпіння.
814126024	Майже готовий.
959431809	Дай мені спокій...
766350873	Вибачте, мені перевести дух...
1225353397	Терпіння.
1759891032	Треба почекати.
1048506751	Чорт, я пішов.
1078935375	Схоже, я вийшов.
754217181	У мене немає того, що мені потрібно.
402017396	Без патронів. чудово
163783771	Я вийшов. лайно
1633915536	А зараз?
1411920319	Що робити далі?
549161645	Поки що все добре.
627338091	Добре, що тепер?
643025851	Працює добре.
572999759	Готово.
612972696	Доглянутий.
1513135500	Без проблем.
380083472	Бачите? Все добре.
1133981523	Працює як шарм.
414721411	Готово.
1231705115	Це має спрацювати.
1858120476	Чудово.
769673332	Це пройшло краще, ніж очікувалося.
30463569	Я на шляху до одужання.
2146981015	Це буде потрібно.
679642602	Доведеться.
1911693808	Це краще працює.
395130537	Отже? Що далі?
985439663	Вибачте.
651681702	Довелося це зробити.
173686364	Треба було знати краще.
1456024441	Насильство справді закінчується.
977304608	Трагічно.
1017245000	Я прошу вибачення.
849475662	Ой. Вибачайте.
517414912	Вийшло погано.
523833572	Давайте вдамо, що цього ніколи не було.
850853633	Готово.
2120561687	Йдемо далі.
1371345850	Без образ.
2052102857	Руки геть від жінки.
1275906933	Іди спати.
1260918108	Вам потрібно трохи відпочити.
2116376549	Це буде актуально завжди.
65844907	Це повинно вирубити їх на деякий час.
1861981220	Я думаю, ти повинен лягти.
1774449643	Солодких снів.
1395785862	Вибачте. Начебто довелося.
1112937803	Принаймні я досяг своєї мети.
1034167158	Ого. Зрозумів.
1809840886	Прокляті головорізи компанії.
195100532	Принаймні це все ще працює.
310277554	Завжди є більше.
1564345485	...!
147460512	...! ...Як грубо!
2014272518	...! ...Не так я собі це уявляв.
391155267	...
1638672413	...!
1917055251	...!
930397428	...!
1052270846	...!
1919483398	...
1690941373	...
991378434	...Обережніше.
1667136463	...Як грубо.
1306860800	...Це низький удар від вас.
1906678411	...Не проти бути обережнішим?
1200035356	...Це не допомогло моїй мігрені.
1408873436	...Це не смішно!
362744205	...До біса.
744569691	Ах! привіт!
673792462	Яка велика ідея?
2131119447	Це дійсно необхідно?
1030618357	Цікаве відчуття.
1689531370	Хтось дивиться.
148219412	Це вона?
674560741	З моєї голови, кохана.
776871806	Хто вона?
1918910746	З нею щось не так.
601932199	У неї є секрет.
1844246658	Куди ти подівся?
1395122012	Я колись тебе знайду.
1585686563	Ми повернемося сюди разом.
849946144	Як він міг?
1793419407	Я помилявся.
187192282	Мені потрібно додому.
258283 Подивіться на нього...
1149227829	Змушує забути.
14310999	Мені подобається.
1994092423	Гранд-фінал.
2110023124	Всі разом.
1852015232	Для Джона.
185961049	Іди сюди...
1198038863	Легко...
2090504760	Тоді добре...
1938421956	Ой, моя спина...
890696360	Підніміть коліна...
1686477158	Іди сюди...
194213337	...!
76708393	Добре...
1796816101	Ось і ми...
1659157242	Готово...
1426623472	Фу...
1682967462	Ось ми... Ха...
193931416	Готово... Гаразд...
420660211	Фу... Радий, що все закінчилося...
828947015	...!
1317680175	Там...
449063833	Замовкни зараз.
1433016217	Краще мовчи.
1174254397	Добре та міцно.
1885291362	Будемо сподіватися, що це тримається...
165933546	Будь радий, що можеш лягти...
1443058351	Залишайтеся там.
717847113	До наступного.
1761715981	...!
991499024	...!
269029606	...!
1356702144	...!
201595858	...!
805283612	...!
2120483652	...
339127543	...
1077681253	...
1023814695	...
1138947851	...
712408993	...
389191739	Знаю, куди вдарити.
427099378	Я добре прицілююсь.
1664261576	Давайте покладемо їх.
2095840530	Наперед вибач, милий.
1451964675	Саме там, де це важливо.
703606557	Тримайся.
273430395	Я все ще добре цілюся.
475937262	Хм, саме там, де це важливо.
1151252821	Геть з мого шляху.
1878605436	Ще один!
1916783235	...!
2116645565	...!
1964411996	...!
950257491	Я змушу їх чхнути.
102466052	Ми повинні бути швидкими.
1190545045	На мій знак.
1913501032	Готово до використання.
58030253	Давайте зліпимо їх на секунду.
1315031385	Не хвилюйтеся — це нешкідливо.
223504785	Просто чхати хочеться.
461128408	Це моє чаклунство.
948423270	В мене багато такого.
1506980286	Давайте подивимося на мою влучність.
2114110731	У мене ще є флакони.
1820308513	Будьте готові.
189626911	Не зволікайте зараз.
1641559203	Доброї дороги.
608647102	Благослови вас.
363350903	Gesundheit (Будьте здорові).
1153277522	З повагою.
1018570693	Спробуйте.
1911555171	Сюрприз.
130428194	Візьми одну.
705266985	Понюхай це.
365383026	Давай.
2046173492	На мій знак.
1037675618	Сподіваюся, це влучить.
1800517617	Виглядає добре.
39605622	Думаю, це працює.
106918267	Рухаємось!
1002860428	Настав час.
1297469761	Вперед!
443839895	Перевдягаюся.
1473999380	Давайте одягнемо це.
14549471	Хвилинку.
2015558571	Поміняємо гардероб.
1047003835	Просто поверніться на хвилинку.
1091247046	Трохи приватності, будь ласка.
1957341210	Я міг би змінити одяг...
324330084	Очі від жінки, зрозуміли?
951399271	Не підглядай.
1595108438	Ви знаєте вправу.
832262810	Мені здається підходить.
1666296008	Як я виглядаю?
473048294	Готовий піти ва-банк.
1223758613	Підходить як влитий.
1319296243	До ваших послуг.
1638406639	Непогано, вам не здається?
576486056	Готовий до мого входу.
132539708	Скажіть, будь ласка, я виглядаю переконливо.
143713189	А, так уже краще.
1541462001	Ось ми знову.
598923841	Ще раз...
442746241	Краще спочатку знайдіть одяг.
1114639394	Можна запитати, з чим?
1966880744	Я повинен шукати маскування.
1016397194	Принесіть мені щось свіже. Я готовий
820820370	Ага... Знайдемо маскування.
1691910552	Маю тільки один комплект одягу.
1010657167	Мені спочатку потрібна маска.
66991382	Добре.
739092153	Подобається колір.
1652858069	Я можу з цим працювати.
554143011	Це все, що мені потрібно.
158179416	Це ідеально.
1027987776	Не надто пошарпаний.
180468776	Схоже, ідеально підходить.
312759435	Майже мої кольори.
1765608411	Так, підійде.
1328000473	Штучна штука.
204105715	Має працювати.
305564457	Давайте засліпимо їх.
70898988	Зіграю чарівницю.
791004134	Увімкаю чари.
1152256895	Усі очі на мене.
761927444	Час для мого входу.
1982189293	Добре... Дивіться на мене.
1687911845	Я докладу всіх зусиль.
1963125653	Сподіваюсь, я пам'ятаю свої слова.
1421936764	Я так здогадався.
1548183629	Моя спеціальність.
1801616422	Гей, любий...
1334074799	Мені було цікаво...
1543296166	Привіт, красень...
1985225836	Дозволь запитати тебе дещо...
679393532	Ой, хіба ти не красень...
1961722208	У вас є хвилина?
1587857238	Хм, привіт, любий.
325937203	Хм... У вас є хвилина?
126791588	Гей... Гей, красень.
1370530946	Дозвольте... дозвольте запитати вас...
987114540	У вас є хвилина... чи три?
1829461259	Гаразд, у мене є запитання...
470359422	Гей, ти!
216961466	У мене до вас запитання.
1200344626	Привіт. я дивлюсь на тебе
1631059046	Ти. Так, ти.
1088628230	У вас достатньо розуму, щоб говорити?
1321922364	Як ти думаєш...
402309028	Можливо, ми могли б...
2060657383	Такий красень, як ти...
1830809169	Ти надихаєш мене...
1476482307	Є якісь плани прямо зараз?
576581618	Бачите все, що вам подобається?
1950379146	Є ще те, звідки це взялося.
880002684	Це нічого, любий...
271587996	Ви ж не проти, у вас шось на плечі... 
1929328415	Ні... Не хвилюйся, я в порядку...
986936502	Я не виглядаю втомленою, чи не так?
2071385736	Вибач, любий. Тяжка ніч.
732043912	Отже... Як твій день?
1089942960	Давайте зробимо це простим.
832466236	І ще одне.
892417888	Ви не втечете так легко.
648944505	Я не закінчив з тобою.
788277731	Я знаю, про що ти думаєш.
123778068	До зустрічі, любий.
1314560198	До зустрічі.
1266898621	Приємно з тобою поговорити.
1984119015	Побачимося пізніше, серденько.
540417029	Зробимо це ще раз.
2054638517	Гарного дня, красень.
1900077739	Гм, мені потрібно йти.
1805762260	Так. Пізніше любий.
1193551908	Правильно... Вибач, любий.
1604322273	Наразі все.
308272455	Ми закінчили.
879817673	У мене є важливі справи.
1995117937	Як нечемно.
19993541	Ганьба.
778388991	Влаштовуй сам.
2053637367	Це не спрацювало.
1899824715	Варто було спробувати.
2074287388	Тьху... Як нечемно.
552665933	Добре... Як хочеш.
859789431	Чорт.
160715481	Ну, це не спрацювало.
480058997	Я приведу їх до тебе.
1505379178	Я знаю, що роблю.
1419350935	Ну, заманюємо їх.
1769684326	Дивіться та вчіться.
794024044	Давайте дамо їм шоу.
1375464611	Все, що потрібно, це подивитися.
1628697933	Обведу навколо пальця.
1576611824	Я їх обдурю, без проблем.
1097583231	Потрібно лише подивитися.
1290667270	Я найкраща.
1787044113	Я їх обдурю, без проблем.
1146276303	Чоловіки всі однакові.
1992257842	Я втомилася від цієї частини.
227699788	Давайте покінчимо з цим.
28435139	Чому б нам не піти кудись усамітнитись...
1745738872	Йди за мною, серденько...
127331203	Чому б тобі не провести мене до дому...
873146459	Сюди, серденько...
937081373	Тримайся за мною...
215443913	Давай. Я знаю місце...
1081853101	Тільки ти і я, красунчик...
685622088	Не проґав свій шанс, коханий...
977642088	Чому б тобі не відійти зі мною на мить?
2138465537	Сюди... Я думаю.
2098161898	Хм, давай знайдемо тихе місце.
307252194	Чому б нам... не піти туди?
1412980485	Тобі подобається грубо? Пішли зі мною.
1427299912	Не змушуйте нас чекати.
571595576	Тобі краще бути поруч.
296760591	Я візьму це, дякую.
1445953918	Не проти, якщо я це зроблю.
962576577	Це має бути корисним.
1811215141	Хм. Це корисно.
1952591630	Ммм, я візьму це.
1140395947	Зрозуміло. Ходімо.
2075913982	Мені це знадобиться.
1758561620	Мені достатньо, дякую.
1773814938	Наразі я маю все, що можу нести.
1054888099	Я не смітник для набоїв.
317785065	Повний патронаж.
2130261075	Більше не можу нести.
583058565	Остання інстанція.
1051398071	Краще зробіть цей рахунок.
1230429540	Елегантний і стриманий.
81751853	Легко сховати.
146878302	Добре, план Б.
2125952053	Насильницькі кінці.
1611091643	Не пропущу.
252225449	Я зрозумів.
750573089	З дороги.
1303166160	Останній знімок.
1308464588	Я майже вийшов.
660048249	У мене мало патронів.
1745787008	Останній.
2007805245	Майже закінчився.
1790233368	Ось і все. Шоу закінчилось.
1453647277	Це був мій останній.
1223945527	Ось і все.
2071901209	Я вийшов.
756818592	Я відчуваю себе оздоровленим. Дякую тобі.
1812389110	Дуже вдячний, Док.
1352375396	У цій сумці є чудеса.
608402710	Ох... Нагадує мені дядька Яна.
1047410195	У тебе міцний шлунок, Гекторе.
1178224883	Надто міцний на мій смак.
1565011293	Непогано. Нагадує мені дім.
1344645820	Дякую. Мені це було дуже потрібно.
412495716	Підтримує настрій.
2059132411	Що б це не було, це допомагає.
727566163	Трохи незвично, але дякую.
489665932	Що це? Це добре.
161830087	Запобіжник горить.
1967034732	Час для видовища.
292659958	Наближається один вибух.
2027395105	Доброї дороги!
1243911666	До зустрічі!
18852996	Краще стережись.
577456296	Хтось загубив свій гаманець?
624301229	Не можна залишити це тут, чи не так?
549308147	Соромно залишати це на підлозі.
1040567359	Дозволь мені подбати про тебе.
680620300	Це чимала сума.
1574868414	Ось гроші.
1643724617	Ми могли б також.
1488373483	Давайте не потрапимо на це.
1759297442	Хтось зацікавлений?
1259678005	Ось. Гляньте.
1487560606	Волосінь лита.
416828610	Подивіться. гроші
1625478641	Давайте перевіримо, чи це працює.
337028670	Маккою це сподобається.
1541852368	У нас пожежа.
755470874	Гарне полум'я.
2096201085	Ось і ми.
2065902765	Доброї дороги.
43530637	Гасне світло.
469722583	Не можна взяти сюди факел.
1866272784	Ой. Випустив це.
1262741203	До біса. Випустив це.
1625771850	Так, де ми були...
181994049	Я якраз збирався сказати.
1076070628	Продовжуємо з того місця, де зупинилися...
241174206	Добре... Де ми були...
1820144155	Як я збирався сказати...
225856436	Правильно... Повернемося до справи.
1220715745	Де ми були?
2051013985	Ого... що це?
129821369	Як чарівно. Нагадує мені маленький вірш...
1576483147	Дозвольте розповісти про своїх шанувальників...
1166942897	Це безперечно доводить, що більшість чоловіків погані...
1620341749	Ейб був поетом, сказав, що його любов не зів'яне...
1945997035	Але всього за тиждень я спіймала його з моєю сестрою...
843191202	Баррі був заможнішим за всіх чоловіків, яких я зустрічав...
2062693396	Але як глибокі його кишені, так і мілкі решта...
947501601	Трапер Чарлі дав мені шкури, щоб справити враження...
1052134865	Але тепло не допомагало від запаху його подиху...
1627612280	Змій Денні постійно уникав правди...
1934003872	Але, кохана, будь певна, найбільше дратуєш ти.
1611803637	Хе, дуже смішно.
1884065518	Ми справді це робимо?
1484745698	Вибач, кохана. Я не в настрої.
808909640	Принеси мені пікап, і ми можемо поговорити, добре?
495658661	Гутен Таг.
714829710	Гаразд, рухаймось.
922483490	О, я готова на все.
1456299141	Можу робити це цілий день.
619396800	У мене є друзі по той бік.
1280821733	Тебе легко налякати?
172821210	О, я знаю, що я роблю.
1220634359	Перейдемо до справи.
745386213	Ну-ну...
1096298385	Ага?
836724243	Хех, подивися на себе.
455563196	Що трапилося?
1297570275	На щось звернули увагу?
1950080333	Вони нас не помітять.
1063592293	Нам краще поводитися тут.
609565279	Тут не потрібно ховатися.
545839574	Розслабся. Ми тут у безпеці.
1260220584	Ми всі тут друзі, правда?
1801040190	Работорговці. Що ще нового?
727216055	Нікого не посадять у клітку.
2123964952	Після цього ми повертаємось до Нового Орлеана.
